NC_025217,NC_006577,15745,15405,20
NC_025217,NC_004718,15163,14630,35
NC_025217,NC_003045,15520,14921,29
NC_025217,NC_001846,15232,14893,20
NC_019843,AC_000192,15043,15213,26
NC_019843,NC_017083,14740,14811,23
NC_019843,NC_014470,10453,10308,23
NC_019843,NC_012936,15043,15151,29
NC_019843,NC_009021,14056,13571,21
NC_019843,NC_009020,13424,13676,50
NC_019843,NC_009019,34,34,42
NC_019843,NC_006577,15055,15207,26
NC_019843,NC_004718,14683,14642,20
NC_019843,NC_003045,15043,14936,29
NC_019843,NC_001846,15043,15196,26
AC_000192,NC_017083,16536,16437,59
AC_000192,NC_014470,14580,14268,20
AC_000192,NC_012936,195,163,173
AC_000192,NC_009021,15423,14768,27
AC_000192,NC_009020,15213,15298,26
AC_000192,NC_009019,15216,15166,23
AC_000192,NC_006577,13958,13940,39
AC_000192,NC_004718,15945,15734,26
AC_000192,NC_003045,16968,16691,63
AC_000192,NC_001846,31233,31056,292
NC_017083,NC_014470,14487,14274,20
NC_017083,NC_012936,16395,16432,75
NC_017083,NC_009021,20775,20138,23
NC_017083,NC_009020,14138,14310,20
NC_017083,NC_009019,15759,15808,24
NC_017083,NC_006577,20868,20958,35
NC_017083,NC_004718,14481,14369,31
NC_017083,NC_003045,21210,21041,146
NC_017083,NC_001846,16873,16955,59
NC_014470,NC_012936,15348,15598,21
NC_014470,NC_009021,13042,12699,20
NC_014470,NC_009020,14748,15145,20
NC_014470,NC_009019,14133,14395,30
NC_014470,NC_006577,17265,17556,26
NC_014470,NC_004718,29016,29488,78
NC_014470,NC_003045,14263,14298,31
NC_014470,NC_001846,29252,31332,23
NC_012936,NC_009021,15768,15175,21
NC_012936,NC_009020,15151,15298,32
NC_012936,NC_009019,15154,15166,26
NC_012936,NC_006577,15768,15812,42
NC_012936,NC_004718,27784,25067,23
NC_012936,NC_003045,16888,16673,92
NC_012936,NC_001846,15712,15757,209
NC_009021,NC_009020,29091,30459,22
NC_009021,NC_009019,14043,14648,26
NC_009021,NC_006577,15797,16434,26
NC_009021,NC_004718,24597,25064,24
NC_009021,NC_003045,13569,13959,21
NC_009021,NC_001846,14768,15406,27
NC_009020,NC_009019,27880,27714,39
NC_009020,NC_006577,14311,14220,21
NC_009020,NC_004718,18047,17751,37
NC_009020,NC_003045,15289,14927,41
NC_009020,NC_001846,15298,15196,26
NC_009019,NC_006577,15304,15336,24
NC_009019,NC_004718,15139,14978,21
NC_009019,NC_003045,15166,14939,26
NC_009019,NC_001846,19345,19381,35
NC_006577,NC_004718,26832,25067,23
NC_006577,NC_003045,12031,11772,44
NC_006577,NC_001846,15812,15813,42
NC_004718,NC_003045,14375,14309,25
NC_004718,NC_001846,29725,31332,24
NC_003045,NC_001846,14780,15040,56
